ACQUISITIONDATE,ACRES,ADDRESS,BOROUGH,CLASS,COMMUNITYBOARD,COUNCILDISTRICT,DEPARTMENT,EAPPLY,GISOBJID,GISPROPNUM,GlobalID,JURISDICTION,LOCATION,MAPPED,NAME311,NYS_ASSEMBLY,NYS_SENATE,OBJECTID,OMPPROPID,PARENTID,PERMIT,PERMITDISTRICT,PERMITPARENT,PIP_RATABLE,PRECINCT,RETIRED,SIGNNAME,SUBCATEGORY,TYPECATEGORY,US_CONGRESS,WATERFRONT,ZIPCODE,Location
1998 Jul 28 12:00:00 AM,0.172,271 GLENMORE AVENUE,B,PARK,305,37,B-05,Tlc Sculpture Park Garden,"100,004,728",B416,4D3BBCE3-FE37-4AE9-9D77-81CECD93837E,DPR,Glenmore Ave. and Hinsdale Ave.,False,TLC Sculpture Park Garden,55,19,"170,502",B416,B-05,False,B-05,B-05,False,75,False,TLC Sculpture Park Garden,Greenthumb,Garden,8,False,11207,POINT (-73.900650038953 40.67271840045745)
1998 Aug 12 12:00:00 AM,0.037,328 NEW LOTS AVENUE,B,PARK,305,42,B-05,Georgia Ave Garden,"100,004,259",B415,6FD11BF2-E897-412A-8B5E-E2B7556BB68A,DPR,Georgia Ave. and New Lots Ave.,False,Georgia Ave Garden,60,19,"170,501",B415,B-05,False,B-05,B-05,False,75,False,Georgia Ave Garden,Greenthumb,Garden,8,False,11207,POINT (-73.89444054703358 40.66100666614619)
1894 Jul 19 12:00:00 AM,3.233,55 MULBERRY STREET,M,PARK,103,1,M-01,Columbus Park,"100,004,962",M015,96389505-B798-422C-ADBF-7B9769211765,DPR,"Baxter St, Mulberry St, Bayard St and Park",True,Columbus Park,65,27,"170,926",M015,M-01,True,M-01,M-01,True,5,False,Columbus Park,Neighborhood Plgd,Playground,10,False,10013,POINT (-74.000055032305 40.714792182815216)
1951 Jan 11 12:00:00 AM,0.97,55 East 104 STREET,M,PARK,111,8,M-11,Mae Grant Playground,"100,004,528",M213,F89E31D5-2493-4F03-BB23-6A3C9B5D6F48,DPR,"N/s E. 104 St., Madison Ave. and Park Ave.",False,Mae Grant Playground,68,29,"170,570",M213,M-11,True,M-11,M-11,True,23,False,Mae Grant Playground,Neighborhood Plgd,Neighborhood Park,13,False,10029,POINT (-73.9494400802032 40.79243945585949)
1955 Jan 27 12:00:00 AM,1.21,9920 SEAVIEW AVENUE,B,PARK,318,46,B-18,Bayview Playground (PS 272),"100,004,645",B274,658AB4C8-39FA-475E-8053-55EEDFE064AD,DPR/DOE,Seaview Ave. between E. 99 St. and E. 101 St.,Part,Bayview Playground,59,19,"170,423",B274,B-18,True,B-18,B-18,True,69,False,Bayview Playground,JOP,Jointly Operated Playground,8,False,11236,POINT (-73.88707913650202 40.63488670744326)
1958 Dec 18 12:00:00 AM,0.205,318 SHERMAN STREET,B,PARK,307,39,B-07,Park,"100,003,842",B255M,B090ED8F-4B97-49F9-9478-3FD69CB06C50,DPR,Sherman St. at Ocean Pkwy.,True,Park,44,20,"170,414",B255M,B-07,False,B-07,B-07,True,72,False,Park,Sitting Area/Triangle/Mall,Triangle/Plaza,10,False,11218,POINT (-73.97399252881965 40.650885384349806)
1962 Aug 01 12:00:00 AM,2.282,2955 WEST 3 STREET,B,PARK,313,48,B-13,Century Playground (PS 100),"100,004,166",B337,F8ADE67A-AE5E-4813-B13D-49C8514BED42,DPR/DOE,W. Brighton Ave. between W. 2 St. and W. 3 St.,False,Century Playground,46,23,"170,461",B337,B-13,True,B-13,B-13,True,60,False,Century Playground,JOP,Jointly Operated Playground,8,False,11224,POINT (-73.97096092991163 40.57696689969744)
1967 Nov 15 12:00:00 AM,0.918,364 WARREN STREET,B,PARK,306,39,B-06,Boerum Park,"100,004,456",B361,2BF61AC6-2A44-46FD-AC75-E4909AD70A57,DPR/DOE,Warren St. to Baltic St. between Hoyt St. and Smith St.,False,Boerum Park,52,26,"170,327",B361,B-06,True,B-06,B-06,True,76,False,Boerum Park,JOP,Jointly Operated Playground,10,False,11201,POINT (-73.9903245269729 40.68465229034793)
1946 May 01 12:00:00 AM,0.626,68 COLUMBIA HEIGHTS,B,PARK,302,33,B-02,Squibb Park,"100,007,971",B223F,62745B79-A9FD-4BA9-B82E-A0A699C10393,DPR,Middagh St. between Columbia Heights & Furman St.,True,Squibb Park,52,26,"170,398",B223F,M-09,True,B-02,M-09,False,84,False,Squibb Park,Neighborhood Park,Neighborhood Park,10,False,11201,POINT (-73.99547381109036 40.70089945539386)
1964 Mar 16 12:00:00 AM,1,945 FRANKLIN AVENUE,B,PARK,309,35,B-09,Jackie Robinson Playground (PS 320),"100,004,072",B357,D109F640-EA82-4F6E-971F-97819D0A0CBF,DPR/DOE,Montgomery St. between Franklin Ave. and McKeever Pl.,False,Jackie Robinson Playground,57,20,"170,374",B357,B-09,True,B-09,B-09,True,71,False,Jackie Robinson Playground,JOP,Jointly Operated Playground,9,False,11225,POINT (-73.95923729270343 40.66578894577309)
1963 Nov 21 12:00:00 AM,0.851,178 RIVINGTON STREET,M,PARK,103,1,M-03,Nathan Straus Playground,"100,004,674",M241,F4194D97-1C73-4C54-833D-3AAE7C57816E,DPR/DOE,Rivington St. and Attorney St. bet. Clinton St. and Ridge St.,False,Nathan Straus Playground,65,27,"170,274",M241,M-03,True,M-03,M-03,True,7,False,Nathan Straus Playground,JOP,Jointly Operated Playground,10,False,10002,POINT (-73.98417201029469 40.71931906513572)
1963 Jul 17 12:00:00 AM,0.809,207-00 HILLSIDE AVENUE,Q,PARK,413,23,Q-13,Bellaire Playground,"100,000,226",Q322,6ED8CCAF-B1FD-4E18-9B82-C31315F9B4D9,DPR/DOE,Hillside Ave. bet. 207 St. and 208 St.,False,Bellaire Playground,33,11,"170,273",Q322,Q-13,True,Q-13,Q-13,True,105,False,Bellaire Playground,JOP,Jointly Operated Playground,5,False,11427,POINT (-73.75802114793586 40.72172278918545)
1963 Jul 08 12:00:00 AM,3.23,125 AINSWORTH AVENUE,R,PARK,503,51,R-03,Inwood Park (Greencroft),"100,004,907",R089,3A211031-73C7-4909-A3D9-D458A8C0329D,DPR/DOE,Greencroft Ave. bet. Ainsworth Ave. and Redgrave Ave.,False,Greencroft Playground,64,24,"170,357",R089,R-03,True,R-03,R-03,True,122,False,Greencroft Playground,JOP,Jointly Operated Playground,11,False,10308,POINT (-74.13642711212498 40.551751511578)
1954 Jan 26 12:00:00 AM,3.673,51-60 MARATHON PARKWAY,Q,PARK,411,19,Q-11,Louis Pasteur Park,"100,000,241",Q369,0957E77A-B73C-4D4B-A969-32A5403B684E,DPR/DOE,248 St. bet. Van Zandt Ave. and 52 Ave.,False,Louis Pasteur Park,26,11,"170,266",Q369,Q-11,True,Q-11,Q-11,True,111,False,Louis Pasteur Park,JOP,Jointly Operated Playground,3,False,11362,POINT (-73.73536377905671 40.76206809215215)
1953 Jan 17 12:00:00 AM,4.647,215 SCHMIDTS LANE,R,PARK,502,49,R-02,Sports Park,"100,003,984",R075D,BD4531DA-C72B-4466-BB8F-70DB85795AC8,DPR,"SI Expressway, Manor Rd. and Schmidts La.",True,Sports Park,63,24,"170,350",R075D,R-02,False,R-02,R-02,False,122,False,Sports Park,Concession,Managed Sites,11,False,10314,POINT (-74.1199434335783 40.60952674846807)
2004 Dec 17 12:00:00 AM,0.116,427 EAST 157 STREET,X,PARK,201,17,X-01,Latinos Unidos Garden,"100,005,172",X337,AD78C6CD-82B0-4974-A7F6-5260B37872AD,DPR,E. 157 St. bet. Melrose Ave and Elton Ave.,False,Latinos Unidos Garden,79,32,"170,353",X337,X-01,True,X-01,X-01,False,40,False,Latinos Unidos Garden,Greenthumb,Garden,15,False,10451,POINT (-73.91412418017478 40.821558603010985)
1963 May 15 12:00:00 AM,3.955,90 NORTH AVENUE,R,PARK,501,50,R-01,Northerleigh Park,"100,003,750",R078,1522B8E4-0A6A-4C8B-B180-A61889DD7922,DPR,Burnside Ave. to North Ave. at Shaw Pl. and Eldridge Ave.,True,Northerleigh Park,61,24,"170,352",R078,R-01,True,R-01,R-01,True,120,False,Northerleigh Park,Neighborhood Park,Neighborhood Park,11,False,10302,POINT (-74.13395021584763 40.62279827648253)
1938 Jun 24 12:00:00 AM,2.948,73-80 260 STREET,Q,PARK,413,23,Q-13,Glen Oaks Oval /Tenney Park,"100,000,138",Q310,59715B0E-A37B-4D4B-977D-32C47CDA7A84,DPR,"74 Ave., 260 St.",True,Glen Oaks Oval,26,11,"170,260",Q310,Q-13,True,Q-13,Q-13,True,105,False,Glen Oaks Oval,Neighborhood Plgd,Community Park,3,False,11004,POINT (-73.71562293109908 40.74952695254309)
2013 Jun 06 12:00:00 AM,0.064,199 YORK STREET,B,PARK,302,33,B-02,,"100,008,371",B551,042E860F-E758-4280-BD60-083D05889A71,DPR,Gold St. bet. York St. and Front St.,False,Vinegar Hill Community Garden,52,26,"170,318",B551,B-02,,B-02,B-02,False,84,False,Vinegar Hill Community Garden,,Garden,10,False,11201,POINT (-73.98263576441657 40.70151621007746)
2002 Nov 20 12:00:00 AM,0.039,123 Malcolm X Av,B,PARK,303,36,B-03,Patrick Van Doren Pocket Park,"100,003,869",B500,CFB35D4E-F4B9-4320-8C79-8BD271DDAC72,DPR,Malcolm X Blvd. and Quincy St.,False,Patrick Van Doren Pocket Park,56,25,"170,234",B500,B-03,False,B-03,B-03,False,81,False,Patrick Van Doren Pocket Park,Greenthumb,Garden,8,False,11221,POINT (-73.93007156703128 40.689445965158)
1960 Mar 15 12:00:00 AM,0.974,8-15 LANETT AVENUE,Q,PARK,414,31,Q-14,Lanett Playground,"100,000,144",Q407,AE552E4E-F031-4F54-8952-CDEF368C0FF5,DPR/DOE,Lanett Ave. bet. Beach 9 St. and Beach 8 St.,False,Lanett Playground,23,10,"170,291",Q407,Q-14,True,Q-14,Q-14,True,101,False,Lanett Playground,JOP,Jointly Operated Playground,5,False,11691,POINT (-73.7438850210829 40.59941604290303)
2002 Nov 20 12:00:00 AM,0.091,212 MONTAUK AVENUE,B,PARK,305,42,B-05,Concerned Residents of Montauk Avenue,"100,004,312",B453,7562CE21-7F8E-4EA3-B13B-CA643EB85577,DPR,Montauk Ave. between Pitkin Ave. and Belmont Ave.,False,Concerned Residents of Montauk Avenue,54,19,"170,202",B453,B-05,False,B-05,B-05,False,75,False,Concerned Residents of Montauk Avenue,Greenthumb,Garden,8,False,11208,POINT (-73.87816383105249 40.67387431530834)
1959 Mar 02 12:00:00 AM,1.045,145-12 SPRINGFIELD BLVD,Q,PARK,413,31,Q-13,Springfield Park North,"100,000,186",Q406,61D36B73-7B5E-4F64-9744-CA8B1801608C,DPR/DOE,145 Rd. bet. Arthur St. and Springfield Blvd.,False,Springfield Park North,31,10,"170,290",Q406,Q-13,True,Q-13,Q-13,True,105,False,Springfield Park North,JOP,Jointly Operated Playground,5,False,11413,POINT (-73.75974693171122 40.66412802575381)
1959 Jan 08 12:00:00 AM,0.98,204-08 203 STREET,Q,PARK,412,27,Q-12,Hollis Playground,"100,000,185",Q405,F300EB8B-EDE1-410A-A24D-CD6BB9125150,DPR/DOE,Hollis Ave. bet. 204 St. and 205 St.,False,Hollis Playground,33,14,"170,289",Q405,Q-12,True,Q-12,Q-12,True,113,False,Hollis Playground,JOP,Jointly Operated Playground,5,False,11412,POINT (-73.75311418697652 40.706500522750886)
1960 May 20 12:00:00 AM,1.146,218-01 116 AVENUE,Q,PARK,413,27,Q-13,East Springfield Playground,"100,000,184",Q404,0809FBF0-37F6-43F0-91C3-67703C7FD92D,DPR/DOE,115 Rd. bet. 218 St. and 219 St.,False,East Springfield Playground,33,14,"170,288",Q404,Q-13,True,Q-13,Q-13,True,105,False,East Springfield Playground,JOP,Jointly Operated Playground,5,False,11411,POINT (-73.74015607106284 40.698340732625255)
1909 Aug 02 12:00:00 AM,1.4,2551 WESTCHESTER AVENUE,X,PARK,210,18,X-10,Owen F. Dolen Park,"100,004,201",X016,7A170409-E71F-4059-A63A-336875E920B4,DPR,"Lane Ave., E. Tremont Ave., Westchester Ave.",True,Owen F. Dolen Park,82,34,"170,195",X016,X-10,True,X-10,X-10,True,45,False,Owen F. Dolen Park,Neighborhood Park,Neighborhood Park,14,False,10461,POINT (-73.84277130262517 40.84053606803072)
1940 May 28 12:00:00 AM,1.13,150 34 STREET,B,PARK,307,38,B-07,D'Eemic Playground,"100,004,733",B210B,1903C63F-6E85-46B1-85A6-15CD5285FEE1,DPR,3 Ave. bet. 35 St. and 34 St.,True,D'Emic Playground,51,26,"170,194",B210B,B-07,True,B-07,B-07,True,72,False,D'Emic Playground,Neighborhood Plgd,Playground,10,False,11232,POINT (-74.00501203057792 40.6562119787215)
1889 Jan 28 12:00:00 AM,9.134,744 NASSAU AVENUE,B,PARK,301,33,B-01,Monsignor McGolrick Park,"100,004,425",B114,CDA824F5-1A6D-4F5F-9F90-5519019B7874,DPR,"Russell St., Monitor St. bet. Nassau Ave. and Driggs Ave.",False,Msgr. McGolrick Park,50,59,"170,192",B114,B-01,False,B-01,B-01,True,94,False,Msgr. McGolrick Park,Large Park,Neighborhood Park,7,False,11222,POINT (-73.9433540218813 40.72444018906943)
1951 Apr 10 12:00:00 AM,0.759,42-33 LITTLE NECK PARKWAY,Q,PARK,411,19,Q-11,Sy Seplowe Playground,"100,000,273",Q338,F36E502C-AA1D-41F1-B019-5C1299B5B0C0,DPR,Little Neck Pkwy. bet. 42 Ave. and 43 Ave.,True,Admiral Playground,26,11,"170,269",Q338,Q-11,True,Q-11,Q-11,True,111,False,Admiral Playground,Neighborhood Plgd,Jointly Operated Playground,3,False,11363,POINT (-73.73785281572307 40.770966945232)
1892 May 11 12:00:00 AM,7.047,195 BROOKLYN AVENUE,B,PARK,308,36,B-08,Brower Park (PS 289 - Playground Only),"100,004,735",B012,F3E7AA33-CE50-4BDF-B3D3-7E4B1FFBDE6D,DPR,"St. Mark's Ave., Park Pl. bet. Brooklyn Ave. and Kingston Ave.",True,Brower Park,43,20,"170,179",B012,B-08,True,B-08,B-08,True,77,False,Brower Park,Large Park,Neighborhood Park,9,False,11213,POINT (-73.94366247124387 40.67427382073372)
2003 Nov 17 12:00:00 AM,0.092,398-400 Montauk Av,B,PARK,305,42,B-05,400 Montauk Av Block Assn,"100,005,052",B535,269661AD-7253-4AC1-8D1A-6DA24BD47045,DPR,Montauk Ave. and New Lots Ave.,False,400 Montauk Av Block Assn,60,19,"170,252",B535,B-05,False,B-05,B-05,False,75,False,400 Montauk Av Block Assn,Greenthumb,Garden,8,False,11208,POINT (-73.87677963417997 40.66865706991785)
2004 Apr 08 12:00:00 AM,0.061,522 Bradford St,B,PARK,305,42,B-05,Ps 53,"100,004,082",B485,89DEE7A7-743A-4360-AC40-EDCD7861140F,DPR,Bradford St. between Dumont Ave. and Livonia Ave.,False,P.S. 53,60,19,"170,225",B485,B-05,False,B-05,B-05,False,75,False,Ps 53,Greenthumb,Garden,8,False,11207,POINT (-73.89078114190622 40.66604166470268)
1958 Sep 17 12:00:00 AM,1.871,1445 BRUCKNER BOULEVARD,X,PARK,209,17,X-09,Colgate Close,"100,005,199",X195A,E5815BF4-4780-4DB9-B344-1B5E64E8028B,DPR,N/B Bruckner Blvd bet. Colgate Ave. and Close Ave.,True,Colgate Close,85,32,"170,115",X195A,X-09,True,X-09,X-09,True,43,False,Colgate Close,Neighborhood Plgd,Neighborhood Park,14,False,10472,POINT (-73.88147546789793 40.824145294017626)
2002 Nov 20 12:00:00 AM,0.046,,M,PARK,110,9,M-10,Bradhurst Gardens Association,"100,003,733",M377,D3A4D283-A654-4149-8F24-4ABEAA757823,DPR,W. 152 St. and Fredrick Douglas Blvd.,False,Bradhurst Gardens Association,71,30,"170,113",M377,M-10,False,M-10,M-10,False,32,False,Bradhurst Gardens Association,Bradhurst Gardens Association,Garden,13,False,10039,POINT (-73.93905139133335 40.827268406166894)
1963 Jul 08 12:00:00 AM,1.186,740 EAGLE AVENUE,X,PARK,201,17,X-01,Grove Hill Playground,"100,004,967",X235,32FD00F4-0BBF-4FC7-BF34-9973F8641376,DPR/DOE,E 158 st bet. Eagle Av and Caildwell Av,False,Grove Hill Playground,79,32,"170,111",X235,X-01,True,X-01,X-01,True,40,False,Grove Hill Playground,JOP,Jointly Operated Playground,15,False,10455,POINT (-73.90884184064419 40.81987012903178)
2006 Aug 14 12:00:00 AM,0.114,15 TEN EYCK STREET,B,PARK,301,34,B-01,Ten Eyck Houses Garden,"100,004,941",B445,E34D730D-3FA9-4416-BD99-5B75C462A00D,DPR,Ten Eyck St. between Union Ave. and Lorminer St.,False,Ten Eyck Houses Garden,53,18,"170,197",B445,B-01,False,B-01,B-01,False,90,False,Ten Eyck Houses Garden,Greenthumb,Garden,7,False,11206,POINT (-73.9501401250744 40.70980060951631)
1953 May 14 12:00:00 AM,0.027,,X,PARK,206,15,X-06,Strip,"100,005,207",X148I,AF1D7583-ADFA-43AD-A2E7-57CCA6F4574D,DPR,N/B Cross Bronx Exwy bet. Marimon Av and Crotona Pkwy,True,Park,79,32,"170,102",X148I,X-06,False,X-06,X-06,False,48,False,Park,EXWY,Strip,15,False,10460,POINT (-73.88718804975386 40.84127051067168)
1929 Oct 28 12:00:00 AM,0.871,7002 16 AVENUE,B,PARK,311,38,B-11,Lt. Petrosino Park,"100,004,576",B099,A24896AB-AF2F-4FA7-9C1C-0308737F72E1,DPR,"16 Ave., New Utrecht Ave. bet. 70 St. and 71 St.",False,Lt. Joseph Petrosino Park,49,17,"170,187",B099,B-11,True,B-11,B-11,True,62,False,Lt. Joseph Petrosino Park,Neighborhood Plgd,Playground,11,False,11228,POINT (-73.99849302684297 40.61905152975123)
2007 Aug 02 12:00:00 AM,1.984,555 EAST 60 STREET,M,PARK,108,5,M-15,Andrew Haswell Green Park,"100,004,685",M108Q1,4E658E46-432E-4A06-B412-55C62A291731,DPR,E. River bet. E. 59 St. and E. 63 St.,False,Andrew Haswell Green Park,"7,376",28,"170,085",M108Q1,M-08,True,M-15,M-08,False,19,False,Andrew Haswell Green Park,Sitting Area/Triangle/Mall,Neighborhood Park,12,True,"10022, 10065",POINT (-73.95776694307027 40.7594133111851)
1950 Dec 07 12:00:00 AM,1,,X,PARK,209,17,X-09,Captain William Harry Thompson Playground,"100,004,604",X159,BE826E04-A4E5-4BA7-85FB-93C28E516E45,DPR,E. 174 St. bet. Bronx River Ave. and E. 173 St.,True,Captain William Harry Thompson Playground,85,32,"170,086",X159,X-09,True,X-09,X-09,True,43,False,Captain William Harry Thompson Playground,Neighborhood Plgd,Neighborhood Park,14,False,10472,POINT (-73.87777521916199 40.83431847838886)
1946 Jan 31 12:00:00 AM,0.191,,X,PARK,209,18,X-09,Wood Park,"100,005,142",X148K3,AA66B015-1A9A-47DF-A430-B7DC4AD94BDF,DPR,"Thieriot Av, Wood Av, N/B Cross Bronx Exwy Service Rd",True,Wood Park,87,34,"170,142",X148K3,X-09,True,X-09,X-09,True,43,False,Wood Park,Sitting Area/Triangle/Mall,Triangle/Plaza,14,False,10460,POINT (-73.86526037851023 40.835104794068855)
1946 Jan 31 12:00:00 AM,0.442,,X,PARK,209,18,X-09,Havemeyer Playground,"100,005,085",X148M1,C1DC4668-A434-418A-84E3-9EA732B4615B,DPR,"N/B Cross Bronx Exwy Service Rd, Watson Av, Havemeyer Ave",True,Havemeyer Playground,87,34,"170,141",X148M1,X-09,True,X-09,X-09,True,43,False,Havemeyer Playground,Neighborhood Plgd,Playground,14,False,10462,POINT (-73.84777712312234 40.82982129452441)
1957 Dec 19 12:00:00 AM,0.008,,X,PARK,210,13,X-10,Strip,"100,004,820",X191D,E4DA91EB-429A-4DC0-8A6E-224BAD36FC5A,DPR,Tierney Pl. at Locust Pt. Dr.,True,Park,82,34,"170,044",X191D,X-10,False,X-10,X-10,False,45,False,Park,Other,Strip,14,False,10465,POINT (-73.79871156836396 40.8160478674621)
1864 Nov 08 12:00:00 AM,0.12,,X,PARK,203,17,X-03,Franklin Triangle,"100,004,331",X078,661D41DB-FD0E-495C-9DD9-B14E65F3F0C0,DPR,3 Ave. at Franklin Ave.,False,Franklin Triangle,79,32,"170,131",X078,X-03,True,X-03,X-03,True,42,False,Franklin Triangle,Sitting Area/Triangle/Mall,Triangle/Plaza,15,False,10456,POINT (-73.90733346839431 40.827090981743794)
1934 Dec 13 12:00:00 AM,0.172,,M,PARK,110,9,M-10,Bill Bojangles Robinson Playground,"100,004,692",M138,2E0900BF-D3F7-49FD-AA28-A13E4385E157,DPR,"W. 150 St., W/s 7 Ave.",False,Bill Bojangles Robinson Playground,71,30,"170,043",M138,M-10,True,M-10,M-10,True,32,False,Bill Bojangles Robinson Playground,Neighborhood Plgd,Playground,13,False,10039,POINT (-73.93729268846229 40.82527970118112)
1996 Dec 31 12:00:00 AM,0.401,,X,PARK,201,8,X-01,St. Luke's Park,"100,004,570",X277,96F3B63B-AE60-4355-857D-73DED7136F37,DPR,E. 138 St. bet. Cypress Ave. and St Ann's Ave.,False,138th St. Community Garden,84,29,"170,097",X277,X-01,True,X-01,X-01,False,40,False,St. Luke's Park,Greenthumb,Garden,15,False,10454,POINT (-73.91538427175175 40.80563756876603)
2012 Apr 30 12:00:00 AM,0.055,36 JANE STREET,M,PARK,102,3,M-02,Jane Street Garden,"100,008,348",M390,E0B0A599-F74E-4C3E-8B07-C35C1610057F,DPR,Jane St. at 8th Ave.,False,Jane Street Garden,66,47,"170,010",M390,M-02,,M-02,M-02,False,6,False,Jane Street Garden,,Garden,10,False,10014,POINT (-74.00456142346405 40.738027093511405)
1936 Aug 12 12:00:00 AM,0.54,95-02 34 AVENUE,Q,PARK,403,21,Q-03,Junction Playground,"100,000,160",Q122,BAA3D354-EC4B-4511-A874-08EA060AB151,DPR,34 Ave. bet. 96 St. and Junction Blvd.,False,Junction Playground,34,13,"170,001",Q122,Q-03,True,Q-03,Q-03,True,115,False,Junction Playground,Neighborhood Plgd,Neighborhood Park,14,False,11372,POINT (-73.87213091127532 40.75466195877101)
1936 Sep 02 12:00:00 AM,1.024,289 PITKIN AVENUE,B,PARK,316,37,B-16,Powell Playground,"100,004,882",B156,F8966FE7-BBD0-44B3-A6AD-D80449B217B3,DPR,Sackman To Powell Sts bet. Glenmore and Pit,True,Powell Playground,55,25,"169,996",B156,B-16,True,B-16,B-16,True,73,False,Powell Playground,Neighborhood Plgd,Playground,8,False,11212,POINT (-73.90482787096482 40.67119485617924)
1994 Mar 03 12:00:00 AM,1.735,,M,PARK,106,4,M-15,East River Esplanade 36th-38th,"100,004,767",M289,23B4C842-0F36-4EB6-99BE-0CBD39AA1FFE,DPR/DSBS,FDR Dr. bet. E. 36 St. and E. 41 St.,False,East River Esplanade,74,59,"169,964",M289,M-06,True,M-15,M-06,True,17,False,East River Esplanade,Sitting Area/Triangle/Mall,Neighborhood Park,12,True,10016,POINT (-73.96974486218338 40.74580747994847)
1917 Aug 01 12:00:00 AM,1.494,,M,PARK,112,10,M-12,Strip,"100,004,804",M092B,C03FDCB0-4C8E-426F-B6E3-44E276B986AD,DPR,"E/s Riverside Dr, W 168 St To W 177 St",False,Park,71,31,"170,039",M092B,M-12,False,M-12,M-12,False,33,False,Park,Sitting Area/Triangle/Mall,Strip,13,False,10032,POINT (-73.943304682521 40.84602982128406)
1958 Dec 30 12:00:00 AM,0.006,,B,PARK,310,38,B-10,Park,"100,005,070",B210O,5CAEFC46-1D60-4876-8064-66E5A2C44151,DPR,N/B Gowanus Exwy. bet. 65 St. and 66 St.,True,Park,49,17,"170,035",B210O,B-10,False,B-10,B-10,False,68,False,Park,EXWY,Strip,10,False,11220,POINT (-74.01564551693795 40.63404225234271)
2003 Mar 04 12:00:00 AM,0.133,,X,PARK,210,18,X-10,Ferris Family Burial Plot,"100,003,872",X312,D3757DFE-1056-4ECC-9122-A7249D6D39BC,DPR,Commerce Ave. bet. Butler Pl. and Westchester Ave.,False,Ferris Family Burial Plot,87,34,"170,038",X312,X-10,True,X-10,X-10,False,45,False,Ferris Family Burial Plot,Cemetery,Cemetery,14,False,10461,POINT (-73.84220499513975 40.83885084868098)
1951 Jul 31 12:00:00 AM,0.659,2470 TRATMAN AVENUE,X,PARK,210,18,X-10,The Pearly Gates,"100,004,698",X170,275B8614-6651-44D7-8FFB-E504DB78FCA9,DPR,St. Peter's Ave. at Tratman Ave.,True,The Pearly Gates,87,34,"170,037",X170,X-10,True,X-10,X-10,True,45,False,The Pearly Gates,Neighborhood Plgd,Playground,14,False,10461,POINT (-73.84555852070477 40.8387256839913)
2014 Jul 17 12:00:00 AM,0.436,90 BEAVER STREET,B,PARK,304,34,B-04,,"100,008,384",B555,56D32A03-0037-43AD-9E29-428F2B1E7F41,DPR,Beaver St. bet. Locust St. and Arion Pl.,False,Beaver Noll Park,53,18,"170,032",B555,B-04,,B-04,B-04,True,83,False,Beaver Noll Park,Neighborhood Plgd,Playground,7,False,11206,POINT (-73.93612985744582 40.699580952589)
1999 Feb 22 12:00:00 AM,4.525,104 FERRIS STREET,B,PARK,306,38,B-06,Valentino Pier,"100,004,043",B418,13971B30-650E-4053-80BB-74C02EF53F43,DPR,Ferris St. between Coffey St. and Van Dyke St.,False,Valentino Pier,51,26,"170,011",B418,B-06,True,B-06,B-06,True,76,False,Valentino Pier,Neighborhood Park,Neighborhood Park,10,True,11231,POINT (-74.01878466371355 40.67850892890162)
1940 Mar 07 12:00:00 AM,0.59,121 UNDERHILL AVENUE,B,PARK,308,35,B-08,James Forten Playground,"100,004,171",B161,58414210-F6B7-443F-8367-2191145EDD1E,DPR,Underhill Ave. bet. Prospect Pl. and Park Pl.,True,James Forten Playground,44,20,"169,997",B161,B-08,True,B-08,B-08,True,77,False,James Forten Playground,Neighborhood Plgd,Playground,10,False,11238,POINT (-73.96571997008247 40.67666565664948)
2002 Nov 20 12:00:00 AM,0.057,,Q,PARK,412,28,Q-12,George W. Carver Botanical Garden,"100,000,209",Q489,A71346AD-0BB5-4B89-876F-9601DD9EF834,DPR,156 St. bet. 109 Ave. and 110 Ave.,False,George Washington Carver Botanical Garden,32,14,"169,909",Q489,Q-12,False,Q-12,Q-12,False,103,False,George Washington Carver Botanical Garden,Greenthumb,Garden,5,False,11433,POINT (-73.79457760193844 40.69247831060626)
1953 Dec 29 12:00:00 AM,0.007,,Q,PARK,405,30,Q-05,Strip,"100,008,313",Q360L,C774A25C-272E-4360-9F5A-D60D85B1583E,DPR,Queens-Midtown Exwy. bet. 84 Pl. and 85 St.,True,Park,39,15,"169,866",Q360L,Q-05,False,Q-05,Q-05,False,104,False,Park,,Strip,6,False,"11373, 11379",POINT (-73.87663238916254 40.72980954942019)
